fen,next_move,move_type,material_diff,num_legal_moves,is_in_check,center_control
3k1br1/2r1p3/1R1p1p1p/1P6/3P1Pp1/2P1B1P1/1PK5/8 b - - 1 23,c7c3,1,-4,21,0,2
rnbqkbnr/p1pppppp/1p6/8/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,d2d3,0,0,21,0,0
4k3/1b3p1r/7p/3r4/1p1P1K2/4PNP1/2P5/8 w - - 2 26,f3d2,0,-9,13,0,6
rnbq4/pp1p4/7b/8/1P2k1p1/N7/P6P/R2K2NR w - - 0 20,h2h3,0,-8,15,0,0
r1bk1r2/1p5p/n1p5/3pPp2/1p2P3/2P4P/P2K3Q/RNB2B2 b - - 2 24,a6c5,0,6,27,0,3
8/2N2k2/5p2/6R1/8/4P2p/1P5P/R2K1B2 w - - 1 37,d1c2,0,17,44,0,4
8/1R2p3/4k3/p7/P2p1p2/8/2KP4/8 b - - 0 38,e6d6,0,3,8,0,2
r1bq1bBr/1p1pp3/2p2kpp/p7/6P1/4P2N/PPN2P1P/1RB1K2R b K - 0 12,d8c7,0,-4,21,0,2
3r4/4p1k1/1Pp5/4P3/r7/2K5/P7/8 w - - 0 36,c3c2,0,-9,6,0,1
rn2kb1r/ppp1pppp/8/8/1P5P/1QPq3R/P2PPPP1/R1B1KBN1 b Q - 4 9,d3h3,1,4,40,0,3
3r4/3p1p1k/7B/1p3P2/8/2Pp3r/1P6/4K3 w - - 0 32,e1f2,0,-8,15,0,1
1n3q2/r1pk4/p7/1p1NP1p1/8/1Q6/PPP1PP2/R3KBN1 w Q - 0 17,b3b5,1,8,38,0,1
rn1qkbnr/ppp1pppp/3p4/8/6b1/7B/PPPPPP1P/RNBQK1NR w KQkq - 0 3,h3g4,1,-1,19,0,0
r5nr/1b1pk1p1/B1p2p1p/8/R4pPP/2P4K/8/1R6 b - - 0 28,a8a6,1,-6,24,0,2
rnb1kbnr/ppp1pppp/8/3p4/2P5/5N1q/PP1PPPP1/RNBQKBR1 b Qkq - 1 4,a7a5,0,-1,39,0,1
r1b1k3/1p1p4/R1p1p2n/5p2/1P3p2/1Q6/3PPK2/1NB4B b q - 0 17,h6g4,0,9,18,0,3
rn2k2r/4pp2/8/ppp3pp/2BPP3/1P3P2/P4KPR/RN6 b kq - 0 15,e8d8,0,2,23,0,1
1nbqkbnr/2pppppp/8/4r3/4P3/1P6/2PP1PPP/1NBK1QNR b k - 2 9,e5e4,1,-7,26,0,2
3rkbnr/p3p1pp/8/2p2p2/PNK2P2/1P5P/1P2P1P1/1R1Q1BNR b k - 2 15,g8f6,0,13,22,0,4
2r2b2/3kp3/8/P1p5/8/1P1n1P2/7P/1KR5 w - - 0 36,h2h3,0,-4,17,0,1
2r1kbnr/p3pp1p/1p4p1/3p4/3p4/NP1KP2N/P3QPPP/R1q2B1R w k - 0 12,a1c1,1,1,26,0,3
8/5R2/8/8/1k3p2/3p3P/7P/1N2K3 w - - 2 36,f7a7,0,8,19,0,0
1r1r4/3p1k1p/1p3pp1/4p3/1P3PP1/8/2PP1QP1/1NB1KBR1 b - - 0 18,e5f4,1,13,23,0,2
1n3kr1/1bq1p1p1/1ppp4/r5P1/4P1P1/N2B4/P1PP3P/R1B2KR1 b - - 3 18,a5a3,1,-4,28,0,4
1n3bnr/7p/1p6/2k4p/P3KP2/6P1/3P4/2r5 b - - 3 24,c1f1,0,-18,27,0,2
rnbq2nr/3kpp2/7p/p7/4PP2/1PP5/P5PP/R3KBNR b KQ - 0 12,c8a6,0,-9,23,0,0
2bqk1nB/2pppp1p/rpn5/p7/P1P1N3/R6P/3PPPP1/1N1QKB1R b K - 0 9,d7d6,0,8,20,0,2
rn2kbnr/ppp4p/6p1/4p3/4P2P/1P6/P2P1K1P/RNB2Q2 w kq - 1 17,f1b5,0,1,29,0,1
6nr/8/5k2/3p2pP/8/N1P1P3/8/5K2 b - - 0 31,h8h5,1,-4,13,0,2
r2k1bnB/1pp1p2p/7p/3p1p2/p4P1P/7N/P1P2KP1/Rq5R w - - 0 21,a1b1,1,-7,26,0,3
r1b1k2r/p6p/3n2p1/1p1p1p2/8/1PP3PN/P2PPP1P/R2QK2R w KQkq - 0 13,h3f4,0,8,23,0,1
1nbqk1nr/1pppbp1p/r7/4p3/6pP/2P3P1/PPNPPP2/R1B1KBNR b KQk - 2 7,e7h4,1,-8,36,0,1
rn6/3p4/2k5/p3pQ2/b3P3/3P3B/4KP2/8 w - - 0 28,f5e5,1,1,24,0,4
r1bqk1nr/1ppp1p1p/6p1/p3p3/2P1P1QP/P5P1/1P1b1P2/RNn1KBNR w kq - 0 10,e1d2,1,-4,3,1,3
1n3k2/2p2p2/4p3/3pP2p/R6P/6K1/3P2B1/1NB5 b - - 2 27,b8a6,0,9,12,0,2
7k/8/3R4/5P2/2B3KP/p1P2P2/P7/6R1 w - - 2 39,d6d3,0,17,41,0,5
rnb1kb2/pppp1ppr/4p3/8/3P4/6P1/PPP1P3/RNBQKBN1 b Qq - 0 7,h7h6,0,6,29,0,1
r1bq1bn1/2p1kppr/pp2p2B/3pP3/3P4/1QP2N2/PP2PKPP/RN3B1R b - - 2 10,c8b7,0,4,22,0,3
rn2k3/p7/1p2b3/3pq3/P7/1P1P4/5BP1/4K3 w q - 6 25,f2e3,0,-16,4,1,2
4k1r1/8/6n1/1N1P2p1/2PP4/1P2b3/8/5K2 w - - 1 35,f1e2,0,-5,11,0,3
3r1kn1/3b2p1/3pR3/p5K1/5P2/N1Pp2p1/PP6/6N1 w - - 0 24,g1f3,0,-1,27,0,4
rnbk1b1r/ppp2p1p/4p3/3p4/8/7N/PPP1PPPP/RNB1KB1R w KQ - 0 7,f2f3,0,3,26,0,0
rn1k3r/R5pp/3b1p1n/1P6/5Pb1/6P1/1pP1P2P/5BKR b - - 0 17,b8c6,0,-7,35,0,2
2bqk2r/r6p/1ppp2n1/p7/P7/NP5N/2P1PP1P/R1B1KR2 w Qk - 0 17,c1h6,0,-5,25,0,0
r1br4/p2kqppp/p3p3/8/3PNP1P/3P2P1/3KP2R/3Q1B2 b - - 0 23,e7h4,1,-2,26,0,1
rnbqkbr1/pppppppp/7n/8/6P1/2N5/PPPPPP1P/R1BQKBNR w KQq - 3 3,a2a4,0,0,23,0,2
rn1q1b2/1pp1p1pr/p5kn/3p4/P4P1P/4P3/1PPP1KbR/RNB5 w - - 1 12,c2c3,0,-14,22,0,2
r1b1kbnr/pp1ppp2/R7/6pp/1q1n1P2/6P1/1P1PP2P/1NBQKB1R b Kkq - 2 10,b4c4,0,-4,40,0,1
2b1kb2/1pp3pr/1r1pp3/3n3p/Pp1P1P1P/3P2PN/4BK2/R1BQ3R b - - 0 18,b6b5,0,8,22,0,2
rnb2k1r/p1p1pp1p/1p1p4/1B4P1/8/2b1P3/PP3PPR/R1BQ1KN1 b - - 3 12,c3b2,1,8,33,0,3
2bk4/8/8/3r1p1p/3P3P/P3P3/1PK3P1/7R w - - 0 31,h1d1,0,1,22,0,2
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,d7d5,0,0,20,0,0
rn2kbnr/pb2p2p/8/6p1/2R1P1P1/1P5P/2PP4/1NBK3R b kq - 2 15,b7e4,1,-4,21,0,2
1nbq1k1r/rpp1p1p1/3p4/p4P1p/1P6/8/P1PP1PPP/RNB1KBNR b KQ - 0 8,a5b4,1,-2,28,0,1
4k2r/1pp1p2p/2n2p2/8/6PP/2P5/2b1N3/RNK2B1R w k - 0 18,h4h5,0,6,24,0,2
rn2k3/p4p1p/p4P2/8/5P2/8/P7/5K2 b q - 0 29,h7h6,0,-9,8,0,0
3k1b2/p7/2r5/Pp2pp2/1P1p4/3P4/4K3/8 w - - 0 39,e2f2,0,-10,7,0,1
rnbqkbnr/pp1ppp1p/6p1/2p5/3P2P1/7B/PPP1PP1P/RNBQK1NR b KQkq - 0 3,d7d6,0,0,24,0,1
8/1k6/3p4/1N3b2/2P1p3/8/8/6K1 w - - 0 37,b5d6,1,-1,12,0,2
n5k1/8/8/4p3/2p1P3/K1P2B2/8/8 b - - 5 39,g8f7,0,0,7,0,1
r1bqk1nr/p1pppp2/1pn4p/6p1/3P4/4PP1P/PBP1N1P1/2RQKB1R b Kkq - 2 8,c6d4,1,-1,22,0,2
5n2/2p2k2/1p3r2/7p/1P1P1P2/4K1PP/1B6/6N1 b - - 2 29,f6f4,1,0,21,0,0
2Q5/4k3/2p1P3/p7/6P1/3K4/P7/7R w - - 1 28,h1h6,0,15,37,0,2
4k3/4n3/2p2K2/2n1p3/P1pP4/8/2R1N3/8 w - - 1 40,d4c5,1,1,18,0,3
2k5/3p2p1/4p3/5p2/5P2/N1PP2pP/8/4KBNR w K - 0 21,g1e2,0,13,15,0,3
rnbqkbnr/ppp1pppp/3p4/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,h2h4,0,0,22,0,2
8/8/4k3/1P6/P5PP/N2KP3/R2B4/8 w - - 1 38,d3c4,0,16,22,0,3
r1b1k2r/3n1ppp/p1n5/P1b5/6P1/5N1P/2P1PP2/R3KBNR b KQkq - 0 14,g7g6,0,-1,38,0,4
7r/p2pk2p/5p2/2p1P3/P4P2/2KP3N/2P5/4R3 b - - 3 25,f6e5,1,3,21,0,2
2N2k2/8/8/5P2/p1P1P3/P7/6BP/RN3KR1 w - - 1 40,h2h3,0,23,19,0,3
rnbqkbnr/ppp1pppp/3p4/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 2,h7h6,0,0,26,0,1
Bn6/p1k2pp1/1p6/4p1p1/1bP2P1r/8/PP1B4/RN3K2 b - - 0 20,b4d2,1,1,34,0,1
r1b1k2r/ppP3pp/1b6/5p2/8/8/P2NPPPP/R3KBNR b KQkq - 1 16,b6c7,1,4,23,0,2
6k1/8/1p6/p2pP3/P7/8/6K1/B3b3 b - - 8 35,e1f2,0,-1,13,0,1
2r2k2/5p2/p3p3/p7/4pP2/N2BP1P1/3PK3/R1B4R w - - 0 23,h1h5,0,13,30,0,3
rn1k1br1/1p1qppp1/p1p5/3p3R/8/PP1P1P2/2P2P2/RNBQKB2 b Q - 2 13,d7f5,0,2,24,0,3
6n1/p1p5/4k1P1/1r6/8/P3P3/8/5K1R w - - 2 34,f1e2,0,-2,16,0,1
rnbqkbnr/ppppp1pp/8/5p2/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,c2c4,0,0,20,0,0
8/1pp5/1b1k4/1p4Pp/8/B7/3PP2P/4QK1R b - - 2 33,b6c5,0,14,8,1,3
r1bqkbnr/p2pppp1/n1p4p/1p6/6PP/2N2P2/PPPPP3/R1BQKBNR w KQkq - 0 5,g4g5,0,0,23,0,3
8/8/2P1P1k1/8/5pN1/N4P1P/PR6/4K1R1 w - - 3 33,e1d2,0,20,35,0,2
2Bk4/2p1p1p1/3p4/P2P1P2/8/3b4/Nr6/3K4 w - - 0 28,f5f6,0,-3,11,0,0
8/3k4/4p3/5R2/3B1P2/1p4R1/1P4P1/1N2KBN1 b - - 0 25,d7c8,0,23,9,0,1
8/6k1/8/2pp4/Q6p/4P2R/PPPB4/5K2 b - - 0 31,g7g6,0,18,10,0,2
1n2k2r/1b3p2/4p3/p6P/P3P3/N4KP1/2P1N2P/R6R b - - 1 22,h8h7,0,8,21,0,3
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,a7a5,0,0,20,0,0
r2q2r1/2p1p1k1/1pp5/p7/8/P1NB4/1PP2P1P/1R2K1NR b K - 0 16,d8d3,1,0,26,0,3
r1bqkb1r/ppp1pppp/2np4/8/1P2n3/3P4/P1P1PPPP/R1BQKBNR w KQkq - 1 5,d3e4,1,-3,25,0,1
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,d7d6,0,0,20,0,0
5b2/3kp3/b1P5/8/8/p1P1P2N/6p1/3K4 b - - 0 27,d7c8,0,-3,7,1,0
8/4n1k1/r1P3p1/p2p2P1/3P2P1/8/P3P3/1KB3q1 b - - 4 29,g1c1,1,-11,26,0,3
4kb1r/3pp2p/1p6/5p2/1Qqp4/5NKP/1P2P1P1/2B2R2 b - - 0 21,e7e5,0,1,32,0,3
8/2p5/7k/7p/8/6Q1/1B1K1P2/1N6 w - - 1 30,f2f3,0,14,41,0,3
2k5/3p4/4pp2/2p5/2P1q1P1/2K5/1P2N1P1/1NB2B2 w - - 0 22,c1d2,0,3,17,0,3
6n1/2k5/3pp1p1/P1p5/5b1p/8/5K2/8 w - - 4 39,f2g1,0,-10,7,0,0
1n2k2r/6p1/5n1p/Np6/8/2P2P2/P2P4/RNBK4 b k - 1 21,g7g6,0,4,23,0,2
1nb2b1r/3kp1pp/8/3q3P/1B4P1/1p1p2P1/8/4K1R1 w - - 0 23,b4e7,1,-17,16,0,0
rnb3nr/p2pkp1p/1pp3p1/4p3/4P3/1P1P2P1/P1PB2KP/b3QBNR b - - 3 13,e7e6,0,0,25,0,4
r3k2r/5ppp/2P5/p3p3/8/1PNP2PB/3KPP1N/2b3Q1 w kq - 4 19,d2c1,1,6,5,1,3
rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1,d7d5,0,0,20,0,0
5r1r/5pkp/1p6/p2pPn2/n5P1/3P4/6K1/3R4 w - - 0 31,d3d4,0,-13,19,0,1
r5k1/1b1p4/1P5Q/p3p2p/2P1P2P/6p1/PBK2PP1/5B1R w - - 1 22,h6h5,1,14,39,0,4
r2qkbnr/pbppp2p/5p2/6p1/4P3/2N4P/PPPP1PP1/R1BQK1NR b KQkq - 0 6,b7e4,1,1,25,0,3
rn2k1nr/3bpp1p/1p5b/p5p1/2Q5/2P3P1/PPP1PP1P/R1B1KBNR w KQkq - 0 9,a1b1,0,8,40,0,4
rnbqkb1r/2ppp2p/pp4p1/8/P4p2/1P2PN2/2PP2PP/RNBQKB1R b Kkq - 0 10,f4e3,1,2,19,0,0
8/ppb1n3/5k2/2Pp2r1/8/P1K5/1P1P4/RNB5 w - - 3 31,d2d4,0,1,12,0,1
1nbqkb1r/3ppppp/1p3n2/8/8/3PP3/NPP2PPP/2BQKBNR b Kk - 0 8,e7e5,0,1,20,0,2
rnbqkbnr/1ppppppp/p7/8/2P5/8/PPQPPPPP/RNB1KBNR b KQkq - 1 2,d7d5,0,0,19,0,0
r1b1k3/pp1pbp1r/2n3p1/8/8/3P4/P1P1NP2/R2QKB2 w Qq - 0 14,d1c1,0,0,21,0,2
1r3b1r/npp1pp1p/3k4/p5P1/P1BN4/1P2B2b/5KP1/RN1Q2R1 b - - 1 15,f8h6,0,10,29,0,2
rn1qkbnr/1bpp4/4pppp/8/1P2P3/B5P1/P1PP1P1P/RN1QK1NR w KQkq - 0 7,d1f3,0,-1,24,0,1
7k/8/3b4/5r2/P5PP/1PK5/5P2/8 b - - 3 36,f5f2,1,-3,27,0,3
r1bqkb1r/1ppppppp/p1n2n2/8/8/P1P4N/1PNPPPPP/R1BQKB1R w KQkq - 3 6,b2b4,0,0,21,0,2
2b1kb2/1p6/1P6/3Pp3/7K/1P1n4/2r5/8 w - - 2 30,h4h5,0,-13,5,0,0
4k3/4n1p1/2n1p3/b1P5/6P1/1r6/6K1/8 w - - 0 31,g2f1,0,-14,6,0,0
rnbqkbnr/1pp1p2p/3p1p2/p5N1/6P1/8/PPPPPP1P/RNBQKB1R w KQkq - 0 5,g5h7,1,1,25,0,1
rnbqk2r/ppppnpp1/7p/8/P1P5/8/NP1PP1Pb/2BQKBNR w Kkq - 0 8,d2d3,0,-6,18,0,1
8/3k3p/8/7p/1p1Pp3/7P/8/5K2 w - - 0 31,f1g1,0,-2,7,0,1
rnbqkbn1/p1p2ppr/1p2p2p/8/1P5P/B1N5/P1P1PPP1/R2QKBNR w KQq - 0 8,d1d8,1,0,30,0,4
r1bqk1nr/ppp2ppp/n2b4/8/3PP3/8/PPP3PP/RNBQKBNR b KQkq - 0 5,d6h2,1,1,39,0,1
7k/8/R7/3p4/3p1P1p/P6N/2PP1K1P/1N5R w - - 2 34,a3a4,0,18,30,0,1
6k1/7p/8/pR1pPP1p/8/3K2PP/6rP/8 w - - 0 38,f5f6,0,1,17,0,3
6n1/b4k2/p2pp3/P6K/8/3p4/8/8 b - - 1 35,a7g1,0,-9,18,0,3
r4bn1/1p1kpp1Q/6p1/p1p5/2P5/8/P1P1PP2/RN2K1N1 w - - 3 19,e1d2,0,8,26,0,1
1nb1k1nr/7p/1p2p3/3p1p2/2P1P3/B6P/P4P1P/R5K1 b k - 0 15,d5e4,1,-5,21,0,3
2r5/3R3p/n3k3/3p2r1/3P4/5P2/PP3P2/5K2 w - - 6 33,f1e1,0,-5,17,0,3
r1q4r/1ppn1k1p/p6p/8/2P1P3/2N2KP1/P3B3/6N1 w - - 3 22,f3f2,0,-14,19,0,5
6k1/3B2p1/n2p4/4N1p1/2p5/8/1PN1KP2/2q5 w - - 0 24,e5c4,1,-5,27,0,1
2bq2n1/1p1kp3/3p4/p1p2p2/P1PN4/5P2/1B1P2PP/RN3K1R b - - 0 15,c5d4,1,4,15,0,3
1n1q1bn1/4pkp1/2pp3r/3P3p/7P/5PP1/1P1KP3/1QB2B2 b - - 0 19,c6d5,1,-7,22,0,2
4k1r1/3pp1b1/5pp1/7p/1n6/P1P2N1P/1B2KP2/R4N1R b - - 4 18,g6g5,0,7,21,0,2
B7/4npB1/3p4/p6p/8/k5P1/P1PKPP2/4Q3 w - - 2 25,f2f3,0,13,35,0,4
rnb1kbnr/p1pp1ppp/8/1p2p3/3N3q/3P4/PPP1PPP1/RNBQKB1R b KQkq - 0 4,h4h1,1,-1,44,0,3
2b1k1nr/1p1pppb1/2n5/2P2P2/8/8/2PPP1PP/1rBQKBR1 b k - 0 11,h8h4,0,1,39,0,4
rnb2bkr/pp1p3p/1q2B3/2p3p1/2P5/NP1P4/P3PP1N/RQ2K3 b Q - 0 14,d7e6,1,-5,3,1,1
rnbqkbnr/pp1ppppp/2p5/8/8/P4N2/1PPPPPPP/RNBQKB1R b KQkq - 0 2,f7f6,0,0,21,0,1
r1b3kr/pppp3p/n6p/P7/8/2R2P1P/1PP5/3BK1NR b K - 2 16,c7c5,0,-1,14,0,0
4k3/8/2p5/P7/3K1B2/8/8/7b b - - 1 37,h1d5,0,0,10,0,3
4k1n1/1bB5/2p1p3/4P3/7p/3r4/8/2K2BN1 b - - 0 31,d3d7,0,-4,26,0,4
rn1qk1n1/2pp4/bp4p1/4p3/4P3/N6P/RPPP1P2/2B1K1N1 w q - 0 13,h3h4,0,-8,16,0,1
2rq2nr/p1p1bkpp/3p4/5p2/P3p3/1P2PPP1/2PP1K1P/RNB3NR b - - 0 11,f7g6,0,-5,27,0,2
r1b1kbnr/p1p1p1pp/8/1pq1np2/3PP1P1/NBP2P2/PP5P/R1BQK1NR w KQkq - 1 10,d4c5,1,1,37,0,6
1k6/5R2/8/2p2PP1/P1P5/RP1P1P2/6K1/7r b - - 1 36,h1h6,0,11,16,0,1
6nR/rBk1pp2/8/8/1p6/8/2P5/bN3KN1 b - - 0 18,g8h6,0,1,27,0,2
6R1/8/5p2/3k4/8/1P1P2P1/8/3K4 b - - 4 39,d5e6,0,7,7,0,4
r2qkbn1/p1p1p2r/2pp3p/8/6bp/8/PP1P1P2/RNB1RKN1 w q - 0 13,e1e7,1,-12,21,0,2
r2qk1r1/p1ppppbp/8/1n5p/5P1P/6P1/PPPR4/R1B1K1N1 w Qq - 0 15,d2d7,1,-10,26,0,3
2k5/8/1pp3pp/8/3P2KP/N7/3Pr2P/7R w - - 0 35,h1d1,0,3,19,0,1
r1bqkbnr/pppppppp/n7/8/8/N1P5/PP1PPPPP/R1BQKBNR b KQkq - 0 2,g8f6,0,0,20,0,0
4kr2/8/n5p1/3pp3/P2P2K1/6R1/2P2P1P/8 w - - 0 28,d4e5,1,-1,20,0,1
2k5/3p2r1/8/5p1p/3P1p1p/2P4b/8/2K5 b - - 2 36,h3g2,0,-11,20,0,1
8/3k2K1/8/6RB/3p4/1p4P1/1P6/1N6 w - - 10 37,g5d5,0,11,27,0,2
r1bqkbnr/2pppppp/2n5/R7/6P1/2N2N2/1PPPPP1P/2BQKB1R w Kkq - 1 7,a5a8,1,1,37,0,6
rnbk2nB/1p1p4/p3p3/7p/4P3/bP1P3P/4N1P1/4KB1R w K - 0 17,e1d2,0,-3,24,0,5
rn1qkbr1/p3p1pp/1ppp4/5K2/8/2PP4/PPQ1B1P1/RNB4R b q - 0 14,g7g5,0,1,19,0,2
1rbqkb1r/1p1pp1pp/p6n/1p4p1/6P1/BP5B/2PPPP1P/1R1Q1RK1 b k - 1 11,h6g4,1,-4,18,0,0
8/5k2/6p1/8/2P1q3/4P3/3P4/R3K3 b - - 3 38,e4e3,1,-2,29,0,3
5knr/4pp1p/6p1/6N1/p2P4/2p2B2/2P2P1P/2b1K2R b K - 1 20,c1g5,1,-2,17,0,0
rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d6,0,0,20,0,0
rn3k2/1p4rp/3pp3/p1p2ppP/Q1P5/2NP1P2/1P2P1BR/R4KN1 b - - 0 16,d6d5,0,13,21,0,4
r1bqk1nr/p2p3p/1pp2p2/8/7P/6P1/P1nPPP2/RN2KBNR w KQkq - 0 10,e1d1,0,-9,1,1,0
r1bqkbnr/pppppppp/2n5/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 2,h2h3,0,0,21,0,1
rnbqkb1r/ppp1pppp/3p1n2/5P2/8/7N/PPPPP1PP/RNBQKB1R b KQkq - 0 3,c8f5,1,0,28,0,3
rnbqkbnr/p1pp1ppp/4p3/1p6/8/P3P2N/1PPP1PPP/RNBQKB1R b KQkq - 1 3,f8a3,1,0,31,0,1
6n1/8/1p3k2/1Pp4N/2P5/8/5KP1/8 b - - 0 39,f6f5,0,1,7,1,2
8/3p3k/2n5/5P1p/2r5/4K2P/6P1/7n b - - 0 32,c4f4,0,-10,28,0,4
rn3b1r/1k6/3p1p1p/p3p3/4PNPP/1P2K3/2B5/R7 w - - 1 34,a1a5,1,-6,30,0,5
rnb1kbr1/ppp1pppp/8/3n4/5P2/q2P1N2/1P2P1PP/RNBQKB1R w KQq - 0 7,f4f5,0,-1,31,0,4
rnb1kbnr/ppqppppp/8/2p5/5P2/1P4P1/P1PPP2P/RNBQKBNR b KQkq - 0 3,c7f4,1,0,27,0,2
6n1/8/7p/3p2kP/8/3RPPK1/P5PR/8 w - - 0 33,d3d5,1,10,16,0,4
rnb2b1r/pp1pkq1p/5n2/2p3p1/2P1PpP1/P6P/1P1P1P2/RNB1KB1R w KQ - 0 10,e1e2,0,-11,17,0,2
2k5/1R6/3p4/1p3pP1/2PK4/P7/1P4P1/R4B2 w - - 2 31,c4b5,1,15,29,0,4
1r1k2r1/pb4p1/1pp3p1/8/P2PP2p/P1N4P/2P4R/3K4 w - - 2 32,h2g2,0,-5,17,0,4
rnbqk1nr/ppppppbp/6p1/8/2P5/1P6/P2PPPPP/RNBQKBNR w KQkq - 1 3,b3b4,0,0,21,0,1
8/4pk2/p2p3b/8/1K6/8/8/8 b - - 1 35,f7g8,0,-6,18,0,1
rnb1k1nr/pp1pp2p/2p2p2/8/1P1P4/B1P3R1/P2QP2P/RN2KB2 b Qkq - 0 14,a7a6,0,8,17,0,2
r3kb1r/p3n1pp/1pn5/4pP2/PPP5/8/3PKP2/R1B2Q2 w kq - 0 15,d2d4,0,-1,24,0,1
1rbqkbnr/1ppp2pp/4pp2/p7/N7/1P2P2N/P1QP1PPP/R1BK1B1R w k - 0 8,c2c7,1,2,39,0,2
8/8/8/2p2p1B/P7/1P2k2p/2P1P2R/4K1N1 w - - 0 34,b3b4,0,12,17,0,0
rnbqkb1r/pppppppp/8/8/2P4N/8/PP1PPP1n/RNBQKB1R b KQkq - 0 4,h2f1,1,-2,22,0,0
5R2/1Rnk4/8/8/N7/8/2P1K3/4N3 b - - 2 35,d7d6,0,14,4,0,1
2k5/1p3p1p/2p5/6r1/2p5/4P2P/2P2P1R/2B1K3 w - - 0 21,c1b2,0,2,14,0,1
2bq1bkr/B3n1pp/1n1p4/5p2/8/p4P1N/2PKP1PP/R1Q2BR1 w - - 0 18,c1d1,0,2,26,0,1
2B3nr/rp2kpp1/2p1p3/n6p/4P1P1/2N5/2PB1P1P/3QK1NR w K - 0 15,h2h3,0,9,31,0,3
r1bqkbnr/pppppppp/n7/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq - 0 2,h7h6,0,0,20,0,0
r2qk1nr/1pp1n1p1/8/p6p/8/P1P1P2R/P2PKP2/R1B2B2 b - - 0 15,e7d5,0,-8,32,0,3
2r1k3/p1p1b1np/R1np2p1/4p2P/8/1P3P1N/1PbP1KPR/2B5 b - - 0 22,g6h5,1,-1,31,0,5
r7/2p2k2/3pp3/pp6/5K2/PnP5/3B4/1R6 b - - 2 32,b3d2,1,-3,27,0,3
2rn3r/1ppkp2p/5p1b/p4Pp1/P5Q1/N1PB3P/3P4/R1B1K1NR b K - 0 18,h6f8,0,13,19,0,1
rnbqkbnr/p1pppppp/8/1p6/7P/2N5/PPPPPPP1/R1BQKBNR b KQkq - 1 2,d7d6,0,0,21,0,0
r1bqk2r/p1p2p2/n2p2pn/1p6/1P6/2NP1P1P/P3P1P1/b1K2BNR b kq - 1 13,d8f6,0,-16,33,0,1
8/8/3Q4/6k1/2p5/2P2RPP/3PK3/8 w - - 1 29,f3f8,0,17,39,0,4
3k3r/7p/2p5/2P1p2p/4P2P/1r6/1P2K3/8 w - - 3 32,e2d2,0,-10,5,0,1
rnbk1b1r/2pp2p1/7n/pP2Np1p/P4p2/3K4/1P1PP1PP/RNBQ1B1R b - - 0 12,h6g4,0,9,26,0,1
r1b1k1r1/qp1p1ppp/n1p1pn2/8/4PP1N/8/PPPP4/R1BQKB1R b KQq - 0 13,f6e4,1,-1,31,0,5
rnq1kb1r/ppp1pp1p/3p2pn/8/2P2P2/P5PB/1P1PP3/RNBQK1NR b KQkq - 0 7,b8a6,0,2,27,0,1
N3kbn1/p4pp1/8/6B1/4p3/1P6/R1P1PK2/1N6 w - - 0 19,g5e3,0,7,31,0,0
1nb1kbn1/r1p2p2/pp6/4p1p1/P2P1P2/7N/qPP1K1P1/1Q3B2 b - - 1 17,a6a5,0,-11,43,0,2
1Q1qk1nr/2pp3p/1p2p1p1/2b2p2/6P1/3bP3/PPPK1P1P/RNB2BNR b k - 0 8,e8f7,0,8,32,0,4
5r2/p3k2r/P5pp/1K6/8/8/1P6/8 b - - 12 37,f8f2,0,-11,26,0,0
r3kb1r/2pnpp2/1p5p/3p4/1P6/6P1/P2PK1P1/RQB1NB2 w kq - 0 15,b4b5,0,6,24,0,1
5k1r/3b4/2n4p/5p2/7P/2P3P1/4P3/6KR b - - 1 27,c6e7,0,-4,20,0,3
rnbqk1nr/1ppp2b1/p3p2p/8/5P2/NP5B/P1PPP2P/R1BQK3 b Qkq - 0 8,g7a1,1,-7,28,0,3
6nr/r2p3p/k1b5/p5p1/3P2P1/P7/4K3/8 b - - 8 35,h7h5,0,-17,23,0,2
8/7R/8/8/P2k4/8/4B3/3K4 w - - 7 39,h7h2,0,9,27,0,0
2b5/3p4/n6k/8/7p/5P2/P6P/R3K3 b - - 1 26,h6g5,0,0,13,0,0
rnbqkbnr/p2ppp1p/1p4p1/2p5/P6P/7N/1PPPPPP1/RNBQKBR1 b Qkq - 1 4,f7f5,0,0,22,0,1
2k5/1r1P4/8/2p4P/p4P2/8/7P/5K2 b - - 0 35,c8d7,1,-3,5,1,1
